tenure,monthly_usage,support_tickets,engagement_score,plan_type,region,treatment,churn
5.631217079722309,27.682074447640655,1,0.591910628581651,0,2,1,0
36.12145717101025,33.122208474032576,1,0.2856890056209816,0,0,1,0
15.800948322545391,55.8322836539557,6,0.5368290118459497,1,2,1,1
10.955310645311439,32.39190010540956,3,0.748479911833955,0,1,0,1
2.0354984455481553,66.68951457804953,0,0.41031239754366383,1,2,0,1
2.035155502975262,48.93319563754496,2,0.7487488313900434,0,0,0,1
0.7180652233041681,51.28392055916788,5,0.5578600315540203,0,2,0,1
24.134770373759274,45.82440548588159,1,0.7010536630922999,0,2,1,1
11.028985843527174,61.59271757815585,2,0.5239228646297135,1,2,1,0
14.775000740455084,61.74739831665516,0,0.4814036114555306,0,2,0,1
0.24959169598966346,55.02581527868257,3,0.7755744249938133,0,0,1,0
42.04268970189975,58.47183658861472,1,0.6082102863837694,0,1,1,0
21.4371545202561,46.818654951193615,2,0.4647016950606125,0,1,1,1
2.864251502987364,58.13304510363573,2,0.5635830377444918,0,1,0,1
2.4081478649959602,44.9318333678929,3,0.41527318243792094,1,0,1,1
2.4313370739870845,50.03347433243603,3,0.5161825860735013,0,0,0,0
4.353044753525726,45.880343759505536,1,0.6793432728815435,0,2,0,0
8.927133970330253,43.14172191021206,1,0.4757219540148907,0,1,0,0
6.7864448013640395,39.663323034173146,1,0.3688218329702558,0,1,0,0
4.130675910647298,57.015351557883285,0,0.35496759975009706,1,1,0,1
11.356450486797584,69.65908869220195,5,0.5110427135351867,1,0,0,1
1.802814344728064,67.56652957504339,2,0.378867033267074,1,2,0,1
4.146186144028827,31.15151996081847,2,0.2850888418612219,1,2,0,1
5.475326618650165,69.3380457711031,2,0.3202117658475077,0,1,0,0
7.3072162543173,45.22762247573107,2,0.6762649555835066,1,0,1,0
18.455232132370945,59.01099522718388,1,0.4786441396148864,0,0,1,0
2.6728303455442832,36.406770019291834,1,0.5086645739979594,1,2,0,1
8.664349860397532,52.12969870811008,1,0.3550086194487438,0,2,0,0
10.770056655717127,54.7058477434536,0,0.412775892997039,0,0,1,0
0.5707661970769026,27.73092812120521,4,0.4079368034751108,0,0,0,1
11.223996247795322,59.12400749516284,3,0.4584846294403466,0,0,1,1
2.243535023728997,70.18902511757473,2,0.25124017490623307,0,2,1,1
0.8071671705516509,47.38028081477558,5,0.6634512449666842,0,2,0,1
35.68425352208317,70.4025219624202,4,0.4975362283543476,1,2,0,1
40.44756410953407,47.15459759821389,3,0.5303129127443061,1,1,1,0
19.82797887375452,62.743767965699256,3,0.6371507576096889,0,0,1,1
4.359454319625099,16.721450510733508,2,0.6256613820842427,0,1,0,0
1.2333277800300748,86.28166668970195,1,0.4137378611701305,1,0,0,1
13.833009157183941,72.43187367864435,4,0.59067011371416,0,0,0,1
6.96109011102478,45.73061743619482,3,0.5891268256859566,0,1,0,1
1.5618268074533836,20.41866460034273,2,0.5473971397425899,1,2,1,1
8.202566737609802,54.32042552458234,5,0.6591681016313908,0,1,1,1
0.419924657321749,28.341116793893647,3,0.6199298241601092,0,0,1,0
28.805074648716285,56.67280306336232,1,0.6091054419879631,1,2,1,0
3.593493322088233,56.17348578746423,1,0.7047921684479365,1,1,1,0
13.035069582779764,35.87895246496963,3,0.5042989186076995,0,2,1,1
4.482558979891484,66.81450535421567,0,0.5086653349036622,1,1,0,0
8.809330750910743,62.0836205420926,4,0.622880527733095,0,1,0,0
9.49468557578157,64.63735005932845,1,0.47323192624099547,0,2,0,1
2.452663194094869,50.13286555503343,1,0.5722411508220752,0,2,0,1
41.91368559283472,28.767138996294403,2,0.41598390394786383,0,2,1,1
17.90694452565769,64.66808408316706,3,0.15807549420719064,0,2,0,0
33.66113303149899,45.944429012963134,2,0.5896810970323243,0,1,0,0
27.025823970410357,29.153297852109965,2,0.26769794941153097,1,2,0,1
10.9326529485993,70.2805904896149,2,0.39513258088963116,0,1,1,1
30.59322455123286,81.49111280753765,1,0.6230017607013161,0,2,1,1
1.1118655074373875,49.38127806531195,1,0.6247643896872134,0,1,1,0
2.6176163355752093,82.38681731904937,3,0.676290783153201,1,1,1,1
0.5553835882419834,51.36972092917024,0,0.19704170638754748,0,1,1,1
4.722385041637041,44.293161437504736,2,0.5444020127713454,1,2,0,1
5.905563501530623,40.54312318721784,3,0.4613472149079885,0,0,0,1
3.7987253185059084,74.55623611989114,4,0.6482323948241966,0,0,0,1
21.174694382891207,38.29784177918342,5,0.7214539882340913,1,2,0,1
5.294723994358442,61.02903964962481,0,0.3036627555646605,1,0,1,0
3.9576340816109905,41.612542474111876,2,0.5023823961780698,0,0,0,0
9.388884998492951,43.095398561384556,2,0.6248948224229827,0,2,0,1
1.8227777738475464,65.4537454095435,1,0.44930024822548137,1,0,0,1
19.445803149296776,44.2994473056597,0,0.7618542079420423,0,2,0,0
0.9297104257357081,43.928069308695605,1,0.43977956808182955,1,0,0,1
52.00975607504783,66.9920704576221,3,0.45496973950146496,0,1,0,0
17.753805314898138,73.96095939832435,1,0.3390038816520639,0,1,0,0
2.6584732860706315,59.6703470492635,2,0.523088097900041,0,1,0,1
0.0664490445112257,40.17845336564076,0,0.0472702499656463,0,1,1,1
20.27876132983351,42.34087251053631,2,0.4628353478722154,1,1,1,0
14.725150888644535,51.19872895610056,4,0.6903454228888105,1,1,0,1
15.667954905455987,54.813950928884864,1,0.290485047608967,0,2,0,1
17.70257431252216,35.18201134790342,2,0.2572545969576885,0,2,0,1
0.9231511861655561,60.84556909369796,2,0.6674335021381643,0,0,1,0
5.32671206899479,51.282699944593986,1,0.6877554283818774,1,1,1,0
1.477801255253396,24.264375220428054,4,0.29664687174823967,0,1,0,1
23.862354859898673,36.06610276308904,1,0.7599119037597135,0,0,0,1
11.715614300548488,42.43806989522504,1,0.5648677647269091,0,2,0,0
4.821825615015612,48.90713466738418,1,0.6573115795236144,0,1,1,1
0.7880167896573946,78.33918193255994,3,0.38121952525527575,1,2,0,1
4.469860204924244,53.572569592094425,3,0.7233588471863165,0,2,0,1
4.719770558209576,37.38842165152062,3,0.4597975615130323,0,2,1,0
15.694509407492891,53.30946206460745,4,0.4531947616171838,0,2,1,1
12.17867230711224,44.71868378819178,2,0.5723566878959394,0,1,0,1
26.187022948818175,54.87137359300313,3,0.44119623096457766,0,2,0,1
7.668793600515718,58.70851530553423,0,0.2718940637471473,0,1,0,1
1.5284687233860228,68.13845970835906,2,0.5197651238388282,1,0,0,1
14.989516131799192,49.63570256494961,1,0.45226354478220354,1,0,1,0
17.164713036922368,74.5844079139975,1,0.38481330792146395,1,0,0,1
